운영기관명,상품명,운영기관구분,상품구분,학자금유형구분,대학구분,학년구분,학과구분,성적기준,소득기준,지원금액,특정자격,지역거주여부,신청기간,선발방법,선발인원,자격제한,추천필요여부,제출서류
KT그룹희망나눔재단,미래창조인재 장학생,민간(기타),장학금,기타,"4년제(5~6년제포함),전문대(2~3년제)","대학2학기,대학3학기,대학4학기,대학5학기,대학6학기,대학7학기,대학8학기이상","공학계열,특정학과", - 최소 성적 기준 : 2.0(4.5만점) 이상," * 기초생활수급자, 차상위계층 우선순위", - 신청학기 등록금의 50% 이내 지급 * 등록금성 장학금," - ICT 관련학과 재학생 - ICT 관련 활동경력자(동아리구성, 공모전수상, 관련봉사활동 경력 등) - 사회봉사 우수자 및 봉사정신이 투철한 자",제한없음," - 2020-09-07 ~ 2020-09-25 * 재단에서 대학교로 공문을 통해 장학생 추천을 의뢰하는 장학금이므로, 소속 대학 장학팀을 통해 선발 여부를 우선 확인 바랍니다."," - 각 대학의 선정위원회에서 신청자격에 맞는 학생 선발 후 재단에 선정자 공문제출 → 재단 내부기준에 따라 심사 후 최종 장학생 선정 * 기초생활수급자, 차상위계층 우선순위"," - 1명 ~ 2명 * 학교 추천 방식으로, 학교마다 추천인원이 상이.", - 정규학기 초과자 - 졸업학기생 * 자세한 사항은 첨부파일 참조," * 재단에서 대학교로 공문을 통해 장학생 추천을 의뢰하는 장학금이므로, 소속 대학 장학팀을 통해 선발 여부를 우선 확인 바랍니다.", - 장학생 선발내역 - 재학증명서 - 성적증명서 - 장학생 선발 확인 공문 - 봉사활동증명서(해당자)  - 기초생활수급증명서 또는 차상위계층증명서(해당자) * 양식은 첨부파일을 참조.
서울대학교컴퓨터공학동문회,장학생,민간(기타),장학금,기타,특정대학,"대학2학기,대학3학기,대학4학기,대학5학기,대학6학기,대학7학기,대학8학기이상","공학계열,특정학과",제한없음,제한없음," - 등록금 전액 또는 500,000원"," * 서울대학교 컴퓨터공학부 재학생으로서 2020년 2학기 등록 예정자 - 전액장학생 - 50만원 장학생 : 근로장학생 성격으로, 학기 당 20시간 정도 동창회 업무 보조",제한없음, - 2020-06-25 ~ 2020-07-03,기준없음, - 전액 장학생 : O명 - 50만원 장학생 : 3명," - 복귀생, 외국인 학생 지원 불가",불필요," - 동문회 장학금 신청서 * 국가장학금 Ⅰ,Ⅱ 미신청자는 아래에 해당하는 서류 제출 - 2019년도 건강보험료 납부확인서 - 2019년도 세목별(주택+토지+건물) 과세(납세) 증명서 - 가족관계증명서 - 2019년도 부모님 소득금액증명원(또는 사실증명원)"
가헌신도재단,멘토링 장학생,민간(기업),장학금,기타,"4년제(5~6년제포함),전문대(2~3년제)","대학2학기,대학3학기,대학4학기,대학5학기,대학6학기,대학7학기,대학8학기이상,대학신입생","공학계열,교육계열,사회계열,예체능계열,의약계열,인문계열,자연계열,제한없음", - 직전학기 성적 3.2/4.5 또는 총평점 3.5/4.5 이상인 학생,제한없음," - 1,500,000원 (2회 분할지급) ※ 등록금 명의의 타장학금과 중복수혜 가능"," - 자원봉사에 대한 역량과 관심, 열정이 있는 대학생 - 멘토링 활동기간(약 8개월)동안 지속적으로 활동 가능한 자 - 기본적인 컴퓨터 활용능력을 갖춘 자 * 멘토링 활동내용 홈페이지 참고", - 서울·경기 소재 대학생, - 2020-05-01 ~ 2020-05-15 ※ 멘토링 활동기간 : 2020. 6 ~ 2021. 1,기준없음,약간명," - 실습, 인턴, 군입대, 휴학 등 지속적인 활동이 어려울 경우 지원 자제",불필요, - 재학증명서 - 성적증명서 - 장학생 지원서 ※ 양식 다운로드 홈페이지>기업정보>신도리코소식>공지사항
상천장학회,상천장학생,민간(기타),장학금,기타,4년제(5~6년제포함),"대학2학기,대학3학기,대학4학기,대학5학기,대학6학기,대학7학기,대학8학기이상,제한없음",인문계열,제한없음,제한없음," - 학부생 2,000,000원 - 대학원생 2,500,000원", - 대한민국 국적자로 기독교적 정신이 투철한 재학생 * 장학회에서 선정한 대학에서 학생을 추천하는 방식으로 본인의 학교가 추천 가능 대학인지 장학부서에 문의해 볼 것,제한없음," - 2020-07-02 ~ 2020-08-02(기관 접수기간) * 학교추천선발이므로, 신청기간이 학교별로 상이할 수 있음",기준없음," * 학교 추천선발이므로, 학교마다 선발인원이 다를 수 있음", * 해당 기관으로 문의 요망, - 학교(지도교수)의 추천서," * 학교 추천 방식으로, 신청시 각 학교 장학부서에 문의 필수.   - 장학금 신청서 - 이력서 - 재학증명서 - 성적증명서(2020-1학기 성적 포함) - 주민등록등본 - 지도교수 추천서 - 자기소개서 - 기타 역서 및 저서(해당자) - 개인정보 수집·이용 및 제공 동의서"
전북애향장학재단,전북애향장학생,민간(기타),장학금,지역연고,4년제(5~6년제포함),대학신입생,"공학계열,교육계열,사회계열,예체능계열,의약계열,인문계열,자연계열,제한없음"," -  수학능력시험 표준점수가 5개 영역(한국사, 국어, 수학, 영어, 탐구) 평균 2등급 이상 획득한 자", - 가정형편이 곤란하여 대학진학에 어려움을 겪는 자," - 학기당 2,000,000원 ( 연 4,000,000원)* 학교 성적이 평균 B학점(80/100)이상 유지한 학생 4년간 장학금 지급 ", - 4년제 대학 신입생(수시합격포함), - 보호자의 본적 또는 주소지가 전라북도 - 장학금 신청인이 중·고교를 도내에서 졸업, - 2019-12-12 ~ 2020-02-10,기준없음,약간명," - 기초생활수급자 차 상위계층(1분위) 2분위등, 국가장학금으로 등록금이 가능한 자 - 타 장학금을 받기로 결정된 자는 제외(중복수혜 불가) - 국가장학금으로 등록금이 전액 충족되는 자 - 선정된 학생 중 평균 B학점 유지못할시 탈락", - 출신 고등학교장 추천서 및 시·군 애향운동본부의 추천, - 장학생 지원서 - 고교 졸업증명서(출신학교 장) - 출신 고등학교장 추천서 - 대입수능 성적증명서 사본 - 대입합격 통지서 사본 - 2019년 지방세 세목별 과세증명서 :부/모 각 1부 - 주민등록등본 - 2019년 건강보험료 납부확인서 : 부/모 각 1부 - 부/모 중 한분은 피부양자로 되어있을 경우 : 건강보험 자격득실 확인서 첨부 - 사진 최근 3개월 이내 촬영본 (반명함판 2매) * 접수방법 - 전북애향장학재단(전주시 완산구 팔달로 168 썬 플러스 빌딩 3층)에 우편접수
우송백종현장학재단,우송백종현장학금,민간(기타),장학금,기타,특정대학,"대학2학기,대학3학기,대학4학기,대학5학기,대학6학기,대학7학기,대학8학기이상,대학신입생",특정학과,제한없음,제한없음,금액미정, - 중앙대학교 사회과학대학 공공인재학부 재학중인 자 - 행정고시(및 공직시험) 준비를 하고 있는 학생 (행정고시의 경우 1차 합격생 우선순위 부여) - 학생회 등 학과 발전을 위하여 참여도가 높고 주도적인 학생 - 학과의 명예를 드높인 학생 - 학업성적이 우수한 학생,제한없음, - 2020-04-06 ~ 2020-04-17," - 경제적 상황, 학업성적, 발전가능성 등을 종합적으로 평가하여 최종적으로 장학생 선정", - 0명, - 2019년도 2학기 백종현 장학금 수혜자 - 등록금지원인 관계로 전액지원자는 수혜 불가,불필요," * 학교 추천 방식으로, 신청시 각 학교 장학부서에 문의 필수. - 백종현 장학금 신청서 - 자기소개서 - 성적증명서 - 개인정보제공동의서 - 국가고시 및 기타 국가공무원 응시/합격 관련 증빙서류(해당자만) * 자세한 사항은 중앙대학교 공공인재학부 게시판 참고"
중경리더스,중경리더스장학금,민간(기타),장학금,기타,특정대학,"대학2학기,대학3학기,대학4학기,대학5학기,대학6학기,대학7학기,대학8학기이상",특정학과, - 전학년 평균평점 3.5이상인 학생,제한없음,금액미정, - 2016학년도 경영경제대학 재학생 - 어려운 가정환경 속에서도 리더로서의 자질을 갖춘 사람 - 사회봉사 정신이 투철한 사람,제한없음, - ~ 2016-12-12,기준없음,약간명,제한없음,불필요, - 중경리더스 장학금 신청서(필수)  -  기타 신청서 상의 내용을 증빙할 수 있는 서류(선택)
두장클럽,장학생,민간(기타),장학금,기타,특정대학,"대학2학기,대학3학기,대학4학기,대학5학기,대학6학기,대학7학기,대학8학기이상,제한없음",특정학과,제한없음, - 경제적으로 어려운 상황에 처한 학생, - 학생의 장학금 수혜 상황과 집행 예산액을 고려하여 선정 및 지급," - 중앙대학교 응용통계학과 1,2,3학년 재학생으로 경제적으로 어려운 상황에 처한 학생",제한없음, - 2021-01-11 ~ 2021-01-22, - 학생의 장학금 수혜 상황과 집행 예산액을 고려하여 선정 및 지급,약간명,제한없음,불필요," * 학교 추천 방식으로, 신청시 각 학교 장학부서에 문의 필수. - 현재 처해있는 경제적 상황을 포함한 간략한 자기소개서 (자유형식) - 보호자의 의료보험 납입증명서 "
물망초,물망초꽃망울장학생,민간(기타),장학금,기타,4년제(5~6년제포함),"대학3학기,대학4학기,대학5학기,대학6학기,대학7학기,대학8학기이상","공학계열,교육계열,사회계열,예체능계열,의약계열,인문계열,자연계열,제한없음",제한없음,제한없음," - 월 400,000원 - 물망초가 진행하는 해외어학연수, Pre-college등의 학습지원 선발에 우대 * 6개월간 지급", - 4년제 정규대학 북한이탈주민 대학생 및 신입생 - 북한인권 및 물망초 활동에 적극적 참여 가능한 탈북대학생 - 학업에 대한 열정이 높고 성실히 학습에 임하는 학생 - 타 기관의 후원이나 장학금을 받지않는 학생,제한없음, - 2021-07-20 ~ 2021-08-08, - (1차) 서류심사 - (2차) 면접, - 10명 내외," - 휴학생 및 사이버대학, 학점은행제, 대학원생 제외 - 정학 이상의 징계처분을 받은 자", - 기관·개인의 추천서 제출(해당자), - 북한이탈주민확인서 - 장학금 지원서 - 자기소개서  - 재학증명서 - 성적증명서(전체 학년 성적) - 주민등록등본 - 개인정보수집 이용제공 동의서 - 해당자 추가 증빙자료(해당자) * 자세한 사항은 첨부파일 참조
중앙대학교약학대학동문회,동문회장학금,민간(기타),장학금,기타,특정대학,"대학2학기,대학3학기,대학4학기,대학5학기,대학6학기,대학7학기,대학8학기이상","의약계열,특정학과",제한없음,제한없음,금액미정, - 중앙대학교 약학대학 재학생 중 한국장학재단 소득분위 심사 결과가 있는 자 ,제한없음, - 2021-09-15 ~ 2021-09-30," - 성적, 가정형편, 봉사 등 기타사항을 고려하여 서류심사로 진행 후 선발",약간명, - 한국장학재단 소득분위 미 산정자 * 자세한 사항은 중앙대학교 약학대학 학과사무실로 문의,불필요," - 장학금 신청서 - 개인정보동의서 - 경제상황증빙서류(건강보험료납부증명서, 재산세 세목별 납입증명서, 한국장학재단 소득분위) - 가족관계증명서 * 자세한 사항은 홈페이지 공고 참조"
제주도여약사회,장학생,민간(기타),장학금,지역연고,4년제(5~6년제포함),"대학2학기,대학3학기,대학4학기,대학5학기,대학6학기,대학7학기,대학8학기이상,박사과정,석사2학기이상,석사신입생(1학기)","의약계열,특정학과", - 2020년 1학기까지 학업성적 B학점이상 (4.5만점 3.1점)," - 기초생활수급자,차상위계층 중 적격자가 있으면 우선 선발"," - 1인당 1,000,000원정도", - 약학대학생," - 제주도에 소재하는 고등학교 출신 약학대학생 * 입학부터 졸업까지 재학해야 하며, 재학기간 중 타 지역 소재 고교에 재학한 사실이 있는 경우에는 지원 제외외", - 2021.01.15(금) 18:00까지지,기준없음, - 총 10명 이내,제한없음,불필요," * 학교 추천 방식으로, 신청시 각 학교 장학부서에 문의 필수. - 장학생 신청서 - 2020년 건강보험료납부확인서(부모님) - 재학증명서 - 2020년도 1학기까지 성적증명서 - 주민등록 등본 1부"
한양대학교,사랑의실천장학금,대학교,장학금,소득구분,특정대학,"대학2학기,대학3학기,대학4학기,대학5학기,대학6학기,대학7학기,대학8학기이상,제한없음","공학계열,교육계열,사회계열,예체능계열,의약계열,인문계열,자연계열,제한없음", - 직전학기 장학용 평점평균 : 2.0 이상 * 신(편)입생은 학점사항 적용 안됨, - 기초생활수급자 또는 차상위계층, , - 기초생활수급 또는 차상위계층(본인 또는 직계가족)  - 신청자는 국가장학을 반드시 신청해야 함 * 재학생은 국가장학금 1차 신청만 가능,제한없음," - 2021-08-23~2021-09-16 ※ 재학생 대상 신청기간으로, 신(편)입, 복학예정 대상자는 따로 선발",기준없음,약간명, - 초과학기 혹은 학업연장 학기 등록 예정자는 교내 장학 신청 불가,불필요," * 신청방법 : HY-IN > 등록장학 > 교내장학 신청메뉴에서 신청 - 교내장학금으로, 자세한 사항은 교내 홈페이지 공고 참조"
한양대학교,실용인재장학금,대학교,장학금,기타,특정대학,"대학2학기,대학3학기,대학4학기,대학5학기,대학6학기,대학7학기,대학8학기이상,대학신입생","공학계열,교육계열,사회계열,예체능계열,의약계열,인문계열,자연계열,제한없음", - 직전학기 평점 2.0 이상 * 신(편)입생은 학점사항 적용 안됨 , - 일반 저소득 가정 학생," - 소득분위에 따라 차등지급. (단, 국가장학 1, 2유형 신청 필수)", - 국가장학금 선발기준(소득분위) 100% 적용하여 차등 선발  - 신청자는 반드시 국가장학을 신청해야 함,제한없음, -2021-08-23~2021-09-17,기준없음,약간명,제한없음,불필요, * 교내장학금으로 신청시 학교 장학 담당자에게 문의 필수. - 교내장학 신청서 (HY-in에서 출력) - 자기소개서 (HY-in에서 출력)
